051256849-36;Renato B E Lacerda;RLace051;Lac300
049038582-24;Erik E C Batista;EBati049;Bat153
050443324-37;Stephanie C F Freire;SFrei050;Fre850
106986793-91;Ronilson A B Lutkenhaus;RLutk106;Lut219
076410970-26;Eric F E Braga;EBrag076;Bra542
052572472-28;Stephany F G Abdalla;SAbda052;Abd378
097740955-69;Erckson B F Mozany;EMoza097;Moz114
048560266-15;Larissa B D Lacerda;LLace048;Lac411
100676024-15;Renato B E Pires;RPire100;Pir395
089879686-92;Weslley C B Assis;WAssi089;Ass404
100494997-61;Daniel E E Guerra;DGuer100;Gue912
077563242-03;Guilherme E B Campos;GCamp077;Cam108
095915803-73;Dario A G Assis;DAssi095;Ass578
070822380-72;Raissa B F Pinho;RPinh070;Pin993
113259844-75;Gustavo E D Lima;GLima113;Lim992
070618358-57;Guilherme F G Pires;GPire070;Pir440
086362421-99;Luis B G Santos;LSant086;San497
079370901-90;Larissa A E Abdalla;LAbda079;Abd560
048049304-73;Albert E A Assis;AAssi048;Ass262
077438973-66;Albert F D Borges;ABorg077;Bor565
077402088-06;Petrônio D F Leão;PLeão077;Leã160
091367876-80;Daniel C B Viçoso;DViço091;Viç282
095907263-34;Daniel A D Cruz;DCruz095;Cru348
047570160-10;Joao F C Guimarães;JGuim047;Gui186
053172743-37;Hugo G E Braga;HBrag053;Bra789
043412337-10;Felipe C D Lutkenhaus;FLutk043;Lut720
104229082-28;Arthur B C Amaral;AAmar104;Ama407
106424805-96;Stephanie E B Mozany;SMoza106;Moz151
086342460-30;Erik A G Ritschel;ERits086;Rit176
042240321-59;Helena B C Matos;HMato042;Mat798
074505991-28;Matheus C E Lutkenhaus;MLutk074;Lut511
066320445-07;Dario B D Assis;DAssi066;Ass824
049087554-34;Erckson E G Pinho;EPinh049;Pin685
113646512-62;Weslley A G Guerra;WGuer113;Gue491
040297882-55;Weslley B C Couto;WCout040;Cou679
095774740-18;Arthur B D Borges;ABorg095;Bor409
059965319-07;Stephanie E B Freire;SFrei059;Fre478
052096430-58;Pedro D E Santos;PSant052;San741
107446950-90;Ian G B Neves;INeve107;Nev114
064458997-61;Renato C D Soares;RSoar064;Soa684
102857114-65;Maria D D Souza;MSouz102;Sou146
063885400-58;Geovanna B A Abdalla;GAbda063;Abd475
073358174-78;Carlos C A Braga;CBrag073;Bra558
104761361-41;Felipe C C Silva;FSilv104;Sil941
071843461-16;Ronilson B F Nunes;RNune071;Nun708
075826064-07;Matheus F A Santos;MSant075;San924
051497160-39;Stephanie D D Fraga;SFrag051;Fra594
073641705-39;Joao F D Mayrink;JMayr073;May311
057458419-11;Weslley C A Alves;WAlve057;Alv594
090400505-32;Daniel C A Mayrink;DMayr090;May938
069243828-71;Joao A A Santos;JSant069;San667
113399669-55;Stephany E B Fernandes;SFern113;Fer513
079633367-70;Carlos F D Nascimento;CNasc079;Nas283
083266457-34;Ronilson A F Ritschel;RRits083;Rit894
068051368-85;Leonardo G B Oliveira;LOliv068;Oli150
078429036-95;Ian A B Lacerda;ILace078;Lac656
091731694-23;Helena G C Santos;HSant091;San478
080778483-12;Lucas G A Leite;LLeit080;Lei712
061128170-86;Guilherme F B Couto;GCout061;Cou902
082144608-59;Arthur D B Amaral;AAmar082;Ama902
059467950-99;Gabriel C B Leite;GLeit059;Lei833
087326249-04;Joao C G Pinho;JPinh087;Pin269
069492131-42;Guilherme B E Santos;GSant069;San226
080592083-86;Geovanna D F Fernandes;GFern080;Fer596
076003509-38;Matheus D C Nascimento;MNasc076;Nas536
104607629-05;Luis F A Ramos;LRamo104;Ram991
050130881-12;Carlos G B Assis;CAssi050;Ass984
054042786-69;Dario B B Soares;DSoar054;Soa609
102188926-56;Daniel G D Abdalla;DAbda102;Abd896
062462668-44;Erckson D D Fernandes;EFern062;Fer541
041487072-74;Davi B C Lacerda;DLace041;Lac277
106888800-34;Joao C G Nunes;JNune106;Nun143
061680117-06;Vinicius F C Couto;VCout061;Cou587
088147147-48;Arthur E E Nascimento;ANasc088;Nas337
099952080-02;Gustavo G E Lutkenhaus;GLutk099;Lut236
041199364-67;Ana A D Guerra;AGuer041;Gue542
109087868-32;Albert C B Cruz;ACruz109;Cru770
047060857-92;Stephanie A C Fraga;SFrag047;Fra580
107802099-28;Daniel D F Silva;DSilv107;Sil935
061584671-02;Luis B E Batista;LBati061;Bat802
097820121-81;Felipe A F Alves;FAlve097;Alv171
040340733-96;Ana B B Lima;ALima040;Lim515
095839804-26;Dario F D Pires;DPire095;Pir432
079171213-08;Helena D D Ritschel;HRits079;Rit794
073442853-83;Weslley A D Campos;WCamp073;Cam692
073706897-27;Felipe B C Assis;FAssi073;Ass930
113597910-20;Hugo D D Nunes;HNune113;Nun752
075157370-00;Weslley G B Borges;WBorg075;Bor458
075382289-21;Joao F F Assis;JAssi075;Ass828
058907237-27;Fabio B D Moreira;FMore058;Mor676
057063571-71;Joao D F Mayrink;JMayr057;May848
085487955-91;Guilherme C D Neves;GNeve085;Nev134
085279601-62;Luis E A Assis;LAssi085;Ass335
098461671-81;Helena B G Guimarães;HGuim098;Gui954
079388323-84;Lucas B C Gomes;LGome079;Gom214
110346686-97;Felipe F F Mayrink;FMayr110;May271
049805031-02;Maria D E Lutkenhaus;MLutk049;Lut453
086468143-08;Joao B A Couto;JCout086;Cou899
044072298-64;Clarissa F B Souza;CSouz044;Sou514
094542986-45;Davi D B Souza;DSouz094;Sou998
109105711-99;Stephanie A F Cruz;SCruz109;Cru614
091946749-93;Erik C A Lima;ELima091;Lim306
045810833-57;Joao G E Matos;JMato045;Mat271
081205904-98;Arthur E E Pinho;APinh081;Pin208
070322579-39;Lucas C F Neves;LNeve070;Nev288
067214396-52;Erik D F Assis;EAssi067;Ass929
082838821-89;Lucas C G Souza;LSouz082;Sou819
103034412-44;Davi D G Leite;DLeit103;Lei163
111477780-66;Weslley G F Soares;WSoar111;Soa904
087194909-34;Erik D C Pinho;EPinh087;Pin727
094801775-23;Guilherme E D Leão;GLeão094;Leã290
096893532-10;Joao B G Abdalla;JAbda096;Abd191
043257577-27;Helena F E Viçoso;HViço043;Viç696
069817681-23;Ana B G Viçoso;AViço069;Viç667
064357815-95;Helena E C Nunes;HNune064;Nun516
068295832-53;Felipe D B Neves;FNeve068;Nev170
052798241-49;Geovanna E C Santos;GSant052;San517
053368869-95;Joao E D Abdalla;JAbda053;Abd282
047399856-40;Weslley D B Freire;WFrei047;Fre514
050219896-09;Raissa A A Nascimento;RNasc050;Nas975
077106343-44;Vinicius A C Braga;VBrag077;Bra855
065548152-63;Guilherme C B Batista;GBati065;Bat387
057346383-11;Davi G A Silva;DSilv057;Sil683
096447587-07;Eric D A Moreira;EMore096;Mor740
051370663-76;Albert D B Fraga;AFrag051;Fra875
085750603-46;Fabio D A Nascimento;FNasc085;Nas710
079860681-35;Maria E B Fernandes;MFern079;Fer543
106079440-42;Ian F A Ramos;IRamo106;Ram938
100777090-03;Luis G D Moreira;LMore100;Mor176
112393213-72;Daniel E C Campos;DCamp112;Cam716
095030945-78;Lucas D E Gomes;LGome095;Gom382
076391722-18;Stephanie G F Nascimento;SNasc076;Nas293
054165747-91;Helena C E Braga;HBrag054;Bra323
109799782-54;Gustavo E F Guimarães;GGuim109;Gui627
066283831-98;Vinicius F D Guerra;VGuer066;Gue276
102335727-89;Vinicius A C Batista;VBati102;Bat839
051952951-18;Helena A E Leão;HLeão051;Leã328
057258213-51;Daniel F C Lima;DLima057;Lim444
054984934-81;Weslley C E Pires;WPire054;Pir124
059958282-41;Stephany A C Assis;SAssi059;Ass355
090447889-30;Hugo E A Freire;HFrei090;Fre347
071904592-61;Guilherme F E Fernandes;GFern071;Fer133
065982661-02;Joao B D Oliveira;JOliv065;Oli418
040986023-55;Maria C C Gomes;MGome040;Gom968
088615318-28;Leonardo F B Mozany;LMoza088;Moz858
100204220-50;Luis B D Leão;LLeão100;Leã398
099755881-48;Daniel C G Leite;DLeit099;Lei313
062600034-63;Helena A B Souza;HSouz062;Sou626
084409632-64;Ítalo F F Guerra;ÍGuer084;Gue522
087081529-28;Hugo F A Oliveira;HOliv087;Oli648
111797667-75;Dario C G Oliveira;DOliv111;Oli289
052719266-99;Vinicius F F Alves;VAlve052;Alv642
093388645-72;Erckson E G Lacerda;ELace093;Lac516
079915624-03;Ana B F Guerra;AGuer079;Gue243
062792169-57;Pedro C C Amaral;PAmar062;Ama724
040393445-10;Davi E E Lutkenhaus;DLutk040;Lut900
077376044-06;Ítalo C C Soares;ÍSoar077;Soa985
047333862-97;Hugo G E Cruz;HCruz047;Cru716
085472269-79;Joao F B Abdalla;JAbda085;Abd577
093926928-29;Petrônio B G Vianna;PVian093;Via477
084497504-19;Lucas B F Fraga;LFrag084;Fra369
068865232-94;Albert D E Nunes;ANune068;Nun549
074953481-34;Helena E D Nunes;HNune074;Nun962
101296649-48;Maria F D Lima;MLima101;Lim830
049125203-29;Arthur E D Batista;ABati049;Bat832
097983356-33;Felipe E C Matos;FMato097;Mat677
094014330-32;Lucas B C Mozany;LMoza094;Moz821
105966657-09;Raissa F D Alves;RAlve105;Alv630
100646588-42;Petrônio D E Leão;PLeão100;Leã406
041145260-23;Erckson F C Batista;EBati041;Bat405
093833321-27;Leonardo C C Cruz;LCruz093;Cru281
088148179-26;Helena B G Batista;HBati088;Bat587
070707292-08;Pedro F A Assis;PAssi070;Ass483
060780031-42;Carlos B F Nunes;CNune060;Nun213
063826970-95;Guilherme G G Pinho;GPinh063;Pin774
082021332-11;Gabriel G D Abdalla;GAbda082;Abd857
089019627-43;Ian E F Nascimento;INasc089;Nas392
100597084-52;Arthur E E Moreira;AMore100;Mor166
085922853-88;Petrônio G C Lima;PLima085;Lim947
070888630-32;Ítalo B C Oliveira;ÍOliv070;Oli166
077259709-94;Joao G A Cruz;JCruz077;Cru948
097841650-72;Geovanna A A Neves;GNeve097;Nev174
091655319-71;Renato A G Amaral;RAmar091;Ama963
094306498-92;Gabriel F D Leão;GLeão094;Leã911
065932098-51;Felipe G F Amaral;FAmar065;Ama373
091321807-43;Ronilson G C Moreira;RMore091;Mor491
091061086-39;Gabriel C D Alves;GAlve091;Alv863
078117890-22;Fabio E G Viçoso;FViço078;Viç771
093159764-67;Raissa C B Lacerda;RLace093;Lac315
080382146-19;Pedro F F Alves;PAlve080;Alv619
107588560-38;Albert B D Silva;ASilv107;Sil309
052770093-31;Gabriel A F Santos;GSant052;San792
045897568-22;Erckson B E Moreira;EMore045;Mor815
077554951-17;Arthur A C Guimarães;AGuim077;Gui164
101787284-03;Erik D D Nunes;ENune101;Nun472
059603472-77;Erik G B Gomes;EGome059;Gom121
092026266-97;Helena A D Freire;HFrei092;Fre837
070492227-45;Gabriel B B Nunes;GNune070;Nun504
040400061-52;Maria C C Lacerda;MLace040;Lac696
050477207-33;Davi C A Borges;DBorg050;Bor879
090743008-78;Albert D G Leite;ALeit090;Lei675
084003053-04;Ítalo D F Viçoso;ÍViço084;Viç459
088284905-60;Raissa B B Leite;RLeit088;Lei127
078420855-76;Joao F G Silva;JSilv078;Sil317
104775015-51;Joao C A Fraga;JFrag104;Fra615
051155435-62;Hugo A E Borges;HBorg051;Bor676
067418772-74;Davi D A Leão;DLeão067;Leã532
063223322-80;Lucas E G Ritschel;LRits063;Rit312
060236254-43;Joao C E Ramos;JRamo060;Ram417
066596684-30;Geovanna G C Oliveira;GOliv066;Oli786
058224761-80;Ronilson A G Nascimento;RNasc058;Nas532
083864214-95;Hugo A B Mozany;HMoza083;Moz865
086225290-01;Helena D E Nunes;HNune086;Nun150
113937107-60;Joao G C Fraga;JFrag113;Fra628
080624405-75;Leonardo A D Freire;LFrei080;Fre799
095342863-46;Arthur E D Neves;ANeve095;Nev936
056498018-96;Carlos B E Ramos;CRamo056;Ram689
057802809-11;Leonardo A D Couto;LCout057;Cou448
081398582-71;Gabriel G A Fraga;GFrag081;Fra112
110767878-22;Stephany E F Borges;SBorg110;Bor299
079012825-99;Joao D A Guimarães;JGuim079;Gui924
098936152-14;Vinicius F E Borges;VBorg098;Bor793
073518588-84;Gustavo A B Braga;GBrag073;Bra332
077722884-96;Stephanie E A Viçoso;SViço077;Viç236
047260087-52;Stephanie E A Pires;SPire047;Pir705
062480568-93;Erckson D B Braga;EBrag062;Bra315
112524628-57;Joao F B Nascimento;JNasc112;Nas128
065059933-48;Ronilson F B Campos;RCamp065;Cam607
070662241-64;Pedro B G Neves;PNeve070;Nev362
068611404-41;Maria F B Neves;MNeve068;Nev772
056928892-90;Felipe E A Amaral;FAmar056;Ama774
099061358-57;Weslley F E Fernandes;WFern099;Fer478
097854188-94;Guilherme E E Oliveira;GOliv097;Oli414
101481511-74;Lucas G F Fernandes;LFern101;Fer951
059118888-28;Pedro C D Freire;PFrei059;Fre946
048863657-54;Joao F G Matos;JMato048;Mat164
063914064-06;Matheus E B Mozany;MMoza063;Moz328
046431125-93;Matheus B D Silva;MSilv046;Sil948
045473999-29;Petrônio E A Matos;PMato045;Mat178
064838575-71;Stephany C E Ramos;SRamo064;Ram705
061937823-01;Helena F E Borges;HBorg061;Bor406
044899141-23;Petrônio A F Mozany;PMoza044;Moz654
063853800-45;Arthur B F Cruz;ACruz063;Cru545
078965463-20;Leonardo E B Lima;LLima078;Lim707
063547956-64;Ian G F Fernandes;IFern063;Fer145
040981742-33;Leonardo F G Campos;LCamp040;Cam789
093707471-34;Weslley D G Gomes;WGome093;Gom338
070830545-67;Hugo D F Mozany;HMoza070;Moz369
114541915-50;Ana C A Moreira;AMore114;Mor925
089262294-18;Eric G A Matos;EMato089;Mat658
090360054-53;Leonardo D B Neves;LNeve090;Nev394
083153096-30;Albert G C Viçoso;AViço083;Viç509
098892528-94;Renato G B Amaral;RAmar098;Ama697
100941915-03;Guilherme C C Lima;GLima100;Lim508
106735515-43;Pedro A G Pires;PPire106;Pir678
064166024-24;Leonardo G E Couto;LCout064;Cou353
055851948-31;Helena G F Fraga;HFrag055;Fra954
103677045-00;Erckson A E Vianna;EVian103;Via803
057350237-21;Geovanna G D Couto;GCout057;Cou996
070582867-83;Joao F C Nunes;JNune070;Nun631
078552651-80;Erckson F A Batista;EBati078;Bat467
095359122-54;Pedro D F Matos;PMato095;Mat239
099876975-11;Erik B G Fraga;EFrag099;Fra374
112768731-98;Stephany F B Braga;SBrag112;Bra671
093233064-28;Gustavo A F Assis;GAssi093;Ass761
059272913-33;Petrônio B C Gomes;PGome059;Gom253
067403391-91;Lucas A F Vianna;LVian067;Via612
044658256-53;Dario C B Lutkenhaus;DLutk044;Lut671
106433082-95;Matheus G E Nascimento;MNasc106;Nas800
082333521-62;Larissa E E Souza;LSouz082;Sou754
095009066-06;Guilherme A A Oliveira;GOliv095;Oli325
096888148-52;Felipe C A Viçoso;FViço096;Viç815
067863608-05;Ian G D Batista;IBati067;Bat879
048222375-21;Albert E B Campos;ACamp048;Cam443
074415262-45;Arthur A F Batista;ABati074;Bat513
063424594-18;Matheus F B Ramos;MRamo063;Ram565
053973671-21;Lucas D C Guimarães;LGuim053;Gui988
112041462-13;Leonardo C C Neves;LNeve112;Nev201
060260318-25;Clarissa F E Neves;CNeve060;Nev678
075201153-04;Dario D B Santos;DSant075;San883
075868269-50;Ian G E Nascimento;INasc075;Nas650
081315154-87;Ian F D Matos;IMato081;Mat867
054165982-30;Joao B C Braga;JBrag054;Bra724
066256699-67;Albert F G Guimarães;AGuim066;Gui324
059908355-47;Leonardo B B Mozany;LMoza059;Moz776
113874509-76;Leonardo F E Ritschel;LRits113;Rit494
052011587-50;Larissa F B Ritschel;LRits052;Rit145
114382231-55;Vinicius D G Couto;VCout114;Cou336
080702544-88;Clarissa E G Nunes;CNune080;Nun956
064892574-01;Luis F G Couto;LCout064;Cou866
079422885-56;Ian A C Lutkenhaus;ILutk079;Lut638
076555782-15;Davi E B Soares;DSoar076;Soa518
113649266-07;Erckson A B Silva;ESilv113;Sil680
069097728-36;Joao D G Leite;JLeit069;Lei611
092652602-22;Stephany F E Fraga;SFrag092;Fra774
084322927-27;Petrônio F E Lacerda;PLace084;Lac563
073457284-61;Geovanna E D Abdalla;GAbda073;Abd568
046704181-00;Albert B G Couto;ACout046;Cou905
102246516-76;Larissa E B Batista;LBati102;Bat793
085547012-47;Clarissa F C Mozany;CMoza085;Moz922
040601310-58;Albert D B Gomes;AGome040;Gom977
064731362-80;Gabriel F B Guimarães;GGuim064;Gui515
069974595-42;Joao C A Borges;JBorg069;Bor869
111429419-07;Gabriel C G Lutkenhaus;GLutk111;Lut361
049594772-88;Gustavo E F Lacerda;GLace049;Lac853
061529002-22;Erckson E G Matos;EMato061;Mat138
063733841-02;Albert D B Mayrink;AMayr063;May351
087838301-72;Petrônio F A Batista;PBati087;Bat186
060869033-13;Luis E C Borges;LBorg060;Bor825
066121804-13;Hugo B C Souza;HSouz066;Sou439
075980866-52;Ítalo F B Silva;ÍSilv075;Sil929
080443666-10;Stephany G D Freire;SFrei080;Fre461
064472623-45;Weslley G A Assis;WAssi064;Ass378
108597521-11;Eric A A Ramos;ERamo108;Ram232
077315140-39;Ítalo D E Oliveira;ÍOliv077;Oli318
044822896-85;Ian C E Soares;ISoar044;Soa706
114245848-68;Luis G D Ritschel;LRits114;Rit561
055320079-93;Leonardo C C Ramos;LRamo055;Ram901
056287805-92;Stephanie G A Matos;SMato056;Mat697
044878217-07;Gustavo C B Santos;GSant044;San223
087706396-39;Felipe C A Alves;FAlve087;Alv980
084311196-83;Stephanie D G Pires;SPire084;Pir212
061991178-98;Ronilson E E Cruz;RCruz061;Cru419
061765380-77;Hugo A F Mayrink;HMayr061;May889
044470287-02;Geovanna G A Assis;GAssi044;Ass726
060030406-42;Petrônio E C Matos;PMato060;Mat996
078162387-83;Daniel C F Gomes;DGome078;Gom459
094318368-49;Helena D F Mayrink;HMayr094;May519
073820999-80;Guilherme F F Soares;GSoar073;Soa471
087264738-01;Albert F G Vianna;AVian087;Via598
082012047-49;Ian A G Guerra;IGuer082;Gue411
102621553-24;Fabio C A Gomes;FGome102;Gom375
083893462-62;Petrônio E C Soares;PSoar083;Soa904
093024871-11;Leonardo G F Nunes;LNune093;Nun685
083553585-02;Helena A D Fernandes;HFern083;Fer298
065586815-60;Petrônio D F Mozany;PMoza065;Moz845
107987647-21;Daniel B B Pires;DPire107;Pir609
060648140-84;Erckson A D Vianna;EVian060;Via546
107115156-21;Dario D E Lima;DLima107;Lim754
064473912-13;Matheus E G Cruz;MCruz064;Cru356
102494278-65;Matheus G G Guimarães;MGuim102;Gui623
104438990-12;Gustavo D G Lima;GLima104;Lim331
103542859-18;Pedro B D Cruz;PCruz103;Cru569
113979618-35;Vinicius A C Vianna;VVian113;Via774
098436311-88;Ana A G Lima;ALima098;Lim943
066605890-96;Albert E C Viçoso;AViço066;Viç809
075396215-84;Erckson B F Abdalla;EAbda075;Abd779
079485822-59;Gustavo D E Gomes;GGome079;Gom933
086848200-46;Arthur G A Viçoso;AViço086;Viç884
108537045-41;Leonardo C B Alves;LAlve108;Alv966
063847895-52;Helena A C Leão;HLeão063;Leã892
059815934-79;Luis C B Vianna;LVian059;Via229
050228153-38;Arthur D B Silva;ASilv050;Sil791
062263010-06;Albert C F Batista;ABati062;Bat400
113592764-52;Lucas C E Batista;LBati113;Bat666
109429278-63;Guilherme C A Cruz;GCruz109;Cru121
063385194-75;Maria B C Lacerda;MLace063;Lac430
048151815-31;Pedro C D Braga;PBrag048;Bra975
067065572-11;Clarissa C G Soares;CSoar067;Soa258
074375229-23;Carlos D G Guimarães;CGuim074;Gui228
042604093-38;Ian E A Pinho;IPinh042;Pin331
082821280-24;Clarissa E G Silva;CSilv082;Sil934
095556341-73;Leonardo A C Gomes;LGome095;Gom461
084763302-62;Weslley C A Silva;WSilv084;Sil592
107579578-88;Ítalo D B Freire;ÍFrei107;Fre151
069115992-26;Joao B F Oliveira;JOliv069;Oli992
098589291-01;Stephany B E Neves;SNeve098;Nev479
104617763-14;Arthur E G Lima;ALima104;Lim532
054501892-37;Weslley G F Freire;WFrei054;Fre202
086988169-83;Ítalo D A Lutkenhaus;ÍLutk086;Lut630
059860263-03;Lucas C D Fernandes;LFern059;Fer532
042543617-85;Lucas B G Alves;LAlve042;Alv177
090936669-88;Arthur A B Fraga;AFrag090;Fra566
111942486-19;Arthur G A Lacerda;ALace111;Lac312
067091595-58;Stephany F C Leão;SLeão067;Leã847
064089923-58;Hugo B D Moreira;HMore064;Mor842
108838457-98;Daniel C C Ramos;DRamo108;Ram345
108859888-73;Ítalo A B Couto;ÍCout108;Cou957
042357752-57;Ana G F Gomes;AGome042;Gom157
084266719-31;Erik G B Moreira;EMore084;Mor120
046551255-95;Maria D D Pinho;MPinh046;Pin555
084455684-73;Geovanna A F Ritschel;GRits084;Rit156
089326222-25;Ítalo D B Amaral;ÍAmar089;Ama882
041596074-51;Renato B A Fraga;RFrag041;Fra174
092722245-33;Erik G E Nunes;ENune092;Nun287
052896424-56;Guilherme C F Neves;GNeve052;Nev618
105393646-32;Leonardo F C Silva;LSilv105;Sil778
071369196-17;Joao B D Cruz;JCruz071;Cru628
074990556-79;Matheus G G Abdalla;MAbda074;Abd875
081054366-25;Gustavo C B Oliveira;GOliv081;Oli596
109659272-82;Dario D C Matos;DMato109;Mat233
061420516-42;Daniel G E Abdalla;DAbda061;Abd283
086917413-48;Stephany C A Guimarães;SGuim086;Gui931
102089996-29;Carlos A C Vianna;CVian102;Via551
053562616-46;Helena C G Vianna;HVian053;Via280
103997101-26;Gustavo F C Ramos;GRamo103;Ram231
113249329-62;Fabio D G Pinho;FPinh113;Pin654
074435646-45;Ian F E Silva;ISilv074;Sil223
053107261-02;Dario F B Braga;DBrag053;Bra760
064509582-85;Maria E D Guerra;MGuer064;Gue823
042073158-09;Carlos E C Fernandes;CFern042;Fer232
105843212-15;Joao D C Soares;JSoar105;Soa982
057145468-14;Gabriel E C Leão;GLeão057;Leã679
042770293-31;Albert D D Guerra;AGuer042;Gue527
055488306-43;Gustavo A B Neves;GNeve055;Nev862
089569101-62;Petrônio F C Leite;PLeit089;Lei670
101395404-45;Fabio A D Matos;FMato101;Mat240
054236582-31;Ian E F Amaral;IAmar054;Ama696
064042457-42;Gabriel F G Alves;GAlve064;Alv671
056758107-23;Arthur C C Alves;AAlve056;Alv935
070710157-37;Pedro G A Lacerda;PLace070;Lac761
096046610-20;Albert C G Viçoso;AViço096;Viç442
091327794-17;Pedro A G Lima;PLima091;Lim716
092874497-10;Ian D B Mozany;IMoza092;Moz820
058061723-75;Joao B B Batista;JBati058;Bat811
063316803-54;Lucas E A Guimarães;LGuim063;Gui928
078853612-04;Matheus F A Abdalla;MAbda078;Abd947
086418726-39;Carlos G C Ritschel;CRits086;Rit843
096998083-04;Dario A F Mayrink;DMayr096;May361
053129482-22;Lucas E C Braga;LBrag053;Bra695
100524200-65;Davi D E Batista;DBati100;Bat801
079565210-12;Raissa A B Matos;RMato079;Mat781
101161400-57;Ian F B Couto;ICout101;Cou466
077107926-54;Leonardo F B Mayrink;LMayr077;May131
051619341-76;Helena B F Moreira;HMore051;Mor632
071144805-41;Raissa C E Oliveira;ROliv071;Oli776
091523512-17;Joao A E Leão;JLeão091;Leã940
105102506-60;Ana F D Nunes;ANune105;Nun205
086431866-21;Stephany B B Borges;SBorg086;Bor941
084247152-38;Guilherme B A Pires;GPire084;Pir696
089589528-54;Daniel B F Santos;DSant089;San754
048710148-07;Carlos B B Pires;CPire048;Pir918
083325505-11;Erik A D Souza;ESouz083;Sou372
070213471-26;Leonardo F D Matos;LMato070;Mat824
061234516-27;Ítalo C E Silva;ÍSilv061;Sil722
087766444-33;Stephanie C A Gomes;SGome087;Gom929
063899602-39;Vinicius A D Mayrink;VMayr063;May997
047377470-63;Eric F C Freire;EFrei047;Fre308
080150402-62;Ítalo E E Lacerda;ÍLace080;Lac785
114069475-54;Raissa F F Amaral;RAmar114;Ama178
094120268-67;Lucas G D Assis;LAssi094;Ass164
